Route_ID,Airport_ID_start,Airport_ID_end,geom
BHX-BFS,BHX,BFS,01020000000200000074F0FF3FEEF7FBBF4EE7FF5F193A4A4016F2FF7F02DD18C048FEFFFF28544B40
BIA-CDG,BIA,CDG,01020000000200000000000080ABF72240000000E0BE464540666666666666044023BA675DA3814840
BIA-GVA,BIA,GVA,01020000000200000000000080ABF72240000000E0BE464540000000A0906F1840000000007A1E4740
BIA-LGW,BIA,LGW,01020000000200000000000080ABF72240000000E0BE4645401AFB928D075BC8BF713C9F01F5924940
BIA-TLS,BIA,TLS,01020000000200000000000080ABF72240000000E0BE4645406E179AEB34D2F53FC170AE6186D04540
BIO-GVA,BIO,GVA,010200000002000000000000E0ED4807C0000000808AA64540000000A0906F1840000000007A1E4740
BIO-MAN,BIO,MAN,010200000002000000000000E0ED4807C0000000808AA6454000000000193302C00000000046AD4A40
BIO-STN,BIO,STN,010200000002000000000000E0ED4807C0000000808AA64540890600E07A14CE3FBFEDFF9F47F14940
BIQ-CDG,BIQ,CDG,0102000000020000006EAE505A6E7FF8BF5A907758F2BB4540666666666666044023BA675DA3814840
BJV-BRS,BJV,BRS,010200000002000000FA1600A00FAA3B401A1000A013A042408D0B0742B2C005C0910E0F61FCB04940
BJV-EDI,BJV,EDI,010200000002000000FA1600A00FAA3B401A1000A013A0424000000040E1FA0AC0000000A099F94B40
BJV-LPL,BJV,LPL,010200000002000000FA1600A00FAA3B401A1000A013A04240000000003ACC06C000000060B3AA4A40
BJV-STN,BJV,STN,010200000002000000FA1600A00FAA3B401A1000A013A04240890600E07A14CE3FBFEDFF9F47F14940
BLQ-LGW,BLQ,LGW,010200000002000000DDB5847CD0932640A323B9FC874446401AFB928D075BC8BF713C9F01F5924940
BOD-BRS,BOD,BRS,010200000002000000AEFDFFBFD5E5E6BF2C0E00C0056A46408D0B0742B2C005C0910E0F61FCB04940
BOD-BRU,BOD,BRU,010200000002000000AEFDFFBFD5E5E6BF2C0E00C0056A46408AF0FFFF10F01140870D002061734940
BOD-BSL,BOD,BSL,010200000002000000AEFDFFBFD5E5E6BF2C0E00C0056A46406B871AE0DD1D1E40EC51B81E85CB4740
BOD-LTN,BOD,LTN,010200000002000000AEFDFFBFD5E5E6BF2C0E00C0056A4640FFFFFF9FC492D7BF00000020F6EF4940
BOD-MXP,BOD,MXP,010200000002000000AEFDFFBFD5E5E6BF2C0E00C0056A4640F7C77BD5CA742140C66D3480B7D04640
BRI-CDG,BRI,CDG,010200000002000000CC5EB69DB6C23040DB300A82C7914440666666666666044023BA675DA3814840
BRI-MXP,BRI,MXP,010200000002000000CC5EB69DB6C23040DB300A82C7914440F7C77BD5CA742140C66D3480B7D04640
BRS-BCN,BRS,BCN,0102000000020000008D0B0742B2C005C0910E0F61FCB04940715AF0A2AFA0004020D26F5F07A64440
BRS-BFS,BRS,BFS,0102000000020000008D0B0742B2C005C0910E0F61FCB0494016F2FF7F02DD18C048FEFFFF28544B40
BRS-BJV,BRS,BJV,0102000000020000008D0B0742B2C005C0910E0F61FCB04940FA1600A00FAA3B401A1000A013A04240
BRS-BOD,BRS,BOD,0102000000020000008D0B0742B2C005C0910E0F61FCB04940AEFDFFBFD5E5E6BF2C0E00C0056A4640
BRS-CDG,BRS,CDG,0102000000020000008D0B0742B2C005C0910E0F61FCB04940666666666666044023BA675DA3814840
BRS-CPH,BRS,CPH,0102000000020000008D0B0742B2C005C0910E0F61FCB04940C7FFFF3FDF4F29402E00006017CF4B40
BRS-EDI,BRS,EDI,0102000000020000008D0B0742B2C005C0910E0F61FCB0494000000040E1FA0AC0000000A099F94B40
BRS-FCO,BRS,FCO,0102000000020000008D0B0742B2C005C0910E0F61FCB049403CC159A54F7A2840805BC1806FE64440
BRS-FNC,BRS,FNC,0102000000020000008D0B0742B2C005C0910E0F61FCB0494083C0CAA145C630C09F7422C154594040
BRS-GLA,BRS,GLA,0102000000020000008D0B0742B2C005C0910E0F61FCB049402100002074BB11C054F3FF5F9AEF4B40
BRS-GVA,BRS,GVA,0102000000020000008D0B0742B2C005C0910E0F61FCB04940000000A0906F1840000000007A1E4740
BRS-HER,BRS,HER,0102000000020000008D0B0742B2C005C0910E0F61FCB04940C2F3FF1F282E3940DAFDFF3F7BAB4140
BRS-INV,BRS,INV,0102000000020000008D0B0742B2C005C0910E0F61FCB04940000000E0A33010C0000000A070C54C40
BRS-KEF,BRS,KEF,0102000000020000008D0B0742B2C005C0910E0F61FCB049405F0000A0089B36C03E00008014FE4F40
BRS-KRK,BRS,KRK,0102000000020000008D0B0742B2C005C0910E0F61FCB049409BE61DA7E8C83340BA6A9E23F2094940
BRS-LIS,BRS,LIS,0102000000020000008D0B0742B2C005C0910E0F61FCB04940A1BE654E974522C0B22E6EA301644340
BRS-MAD,BRS,MAD,0102000000020000008D0B0742B2C005C0910E0F61FCB049401C5F7B6649800CC0E9103812683C4440
BRS-MJV,BRS,MJV,0102000000020000008D0B0742B2C005C0910E0F61FCB049400000004017FFE9BF0000004033E34240
BRS-NCE,BRS,NCE,0102000000020000008D0B0742B2C005C0910E0F61FCB049406BECFFFF0CDD1C403117008046D44540
BRS-NCL,BRS,NCL,0102000000020000008D0B0742B2C005C0910E0F61FCB04940000000801411FBBFFFFFFFBFCC844B40
BRS-PRG,BRS,PRG,0102000000020000008D0B0742B2C005C0910E0F61FCB0494085EB51B81E852C40E9B7AF03E70C4940
BRS-PSA,BRS,PSA,0102000000020000008D0B0742B2C005C0910E0F61FCB04940454772F90FC9244030629F008AD74540
BRS-RAK,BRS,RAK,0102000000020000008D0B0742B2C005C0910E0F61FCB049402E0A00E0951220C0EB1B00C05D9B3F40
BRS-SXF,BRS,SXF,0102000000020000008D0B0742B2C005C0910E0F61FCB04940EC51B81E850B2B4041B96DDFA3304A40
BRU-BOD,BRU,BOD,0102000000020000008AF0FFFF10F01140870D002061734940AEFDFFBFD5E5E6BF2C0E00C0056A4640
BRU-LGW,BRU,LGW,0102000000020000008AF0FFFF10F01140870D0020617349401AFB928D075BC8BF713C9F01F5924940
BRU-SXF,BRU,SXF,0102000000020000008AF0FFFF10F01140870D002061734940EC51B81E850B2B4041B96DDFA3304A40
BSL-AGP,BSL,AGP,0102000000020000006B871AE0DD1D1E40EC51B81E85CB4740000000C016FF11C00000002063564240
BSL-AJA,BSL,AJA,0102000000020000006B871AE0DD1D1E40EC51B81E85CB474000000060189B21400000008038F64440
BSL-ALC,BSL,ALC,0102000000020000006B871AE0DD1D1E40EC51B81E85CB4740000000006ADCE1BF000000201F244340
BSL-AYT,BSL,AYT,0102000000020000006B871AE0DD1D1E40EC51B81E85CB4740516A2FA2EDCC3E40F6F065A208734240
BSL-BDS,BSL,BDS,0102000000020000006B871AE0DD1D1E40EC51B81E85CB4740804754A86EF23140C0EC9E3C2C544440
BSL-BOD,BSL,BOD,0102000000020000006B871AE0DD1D1E40EC51B81E85CB4740AEFDFFBFD5E5E6BF2C0E00C0056A4640
BSL-BUD,BSL,BUD,0102000000020000006B871AE0DD1D1E40EC51B81E85CB4740EB36A8FDD642334082902C6002B74740
BSL-CAG,BSL,CAG,0102000000020000006B871AE0DD1D1E40EC51B81E85CB47405DA79196CA1B224005FD851E31A04340
BSL-CPH,BSL,CPH,0102000000020000006B871AE0DD1D1E40EC51B81E85CB4740C7FFFF3FDF4F29402E00006017CF4B40
BSL-DRS,BSL,DRS,0102000000020000006B871AE0DD1D1E40EC51B81E85CB474000000080CE882B40000000A0FF904940
BSL-EDI,BSL,EDI,0102000000020000006B871AE0DD1D1E40EC51B81E85CB474000000040E1FA0AC0000000A099F94B40
BSL-FAO,BSL,FAO,0102000000020000006B871AE0DD1D1E40EC51B81E85CB4740BA12008017DD1FC03E0C00E0D7814240
BSL-FUE,BSL,FUE,0102000000020000006B871AE0DD1D1E40EC51B81E85CB4740FFFFFFFF43BA2BC000000020E4733C40
BSL-KEF,BSL,KEF,0102000000020000006B871AE0DD1D1E40EC51B81E85CB47405F0000A0089B36C03E00008014FE4F40
BSL-KRK,BSL,KRK,0102000000020000006B871AE0DD1D1E40EC51B81E85CB47409BE61DA7E8C83340BA6A9E23F2094940
BSL-LCA,BSL,LCA,0102000000020000006B871AE0DD1D1E40EC51B81E85CB4740000000C0FCCF40400000004003704140
BSL-LGW,BSL,LGW,0102000000020000006B871AE0DD1D1E40EC51B81E85CB47401AFB928D075BC8BF713C9F01F5924940
BSL-LIS,BSL,LIS,0102000000020000006B871AE0DD1D1E40EC51B81E85CB4740A1BE654E974522C0B22E6EA301644340
BSL-MAD,BSL,MAD,0102000000020000006B871AE0DD1D1E40EC51B81E85CB47401C5F7B6649800CC0E9103812683C4440
BSL-MAN,BSL,MAN,0102000000020000006B871AE0DD1D1E40EC51B81E85CB474000000000193302C00000000046AD4A40
BSL-MPL,BSL,MPL,0102000000020000006B871AE0DD1D1E40EC51B81E85CB4740000000A03EB40F40000000E0C0C94540
BSL-NAP,BSL,NAP,0102000000020000006B871AE0DD1D1E40EC51B81E85CB4740865AD3BCE3942C406518778368714440
BSL-NCE,BSL,NCE,0102000000020000006B871AE0DD1D1E40EC51B81E85CB47406BECFFFF0CDD1C403117008046D44540
BSL-NTE,BSL,NTE,0102000000020000006B871AE0DD1D1E40EC51B81E85CB4740F0B3FFDF8CC5F9BFE00600009C934740
BSL-OLB,BSL,OLB,0102000000020000006B871AE0DD1D1E40EC51B81E85CB474062DBA2CC06092340F6F065A208734440
BSL-OPO,BSL,OPO,0102000000020000006B871AE0DD1D1E40EC51B81E85CB47407AF5FF1FDF5C21C00C1500C0C19F4440
BSL-PRN,BSL,PRN,0102000000020000006B871AE0DD1D1E40EC51B81E85CB4740022A1C412A0935400C93A98251494540
BSL-RAK,BSL,RAK,0102000000020000006B871AE0DD1D1E40EC51B81E85CB47402E0A00E0951220C0EB1B00C05D9B3F40
BSL-SCQ,BSL,SCQ,0102000000020000006B871AE0DD1D1E40EC51B81E85CB4740000000408DD420C000000000BA724540
BSL-SKG,BSL,SKG,0102000000020000006B871AE0DD1D1E40EC51B81E85CB4740000000E08CF836400000008085424440
BSL-SPU,BSL,SPU,0102000000020000006B871AE0DD1D1E40EC51B81E85CB4740000000C0494C3040000000A0FAC44540
BSL-SVQ,BSL,SVQ,0102000000020000006B871AE0DD1D1E40EC51B81E85CB4740000000608B9217C00000000081B54240
BSL-SXF,BSL,SXF,0102000000020000006B871AE0DD1D1E40EC51B81E85CB4740EC51B81E850B2B4041B96DDFA3304A40
BSL-TLS,BSL,TLS,0102000000020000006B871AE0DD1D1E40EC51B81E85CB47406E179AEB34D2F53FC170AE6186D04540
BSL-TLV,BSL,TLV,0102000000020000006B871AE0DD1D1E40EC51B81E85CB4740000000607F7141400000008075014040
BSL-VCE,BSL,VCE,0102000000020000006B871AE0DD1D1E40EC51B81E85CB4740C0EC9E3C2CB42840CBD93BA3ADC04640
BUD-BSL,BUD,BSL,010200000002000000EB36A8FDD642334082902C6002B747406B871AE0DD1D1E40EC51B81E85CB4740
BUD-GVA,BUD,GVA,010200000002000000EB36A8FDD642334082902C6002B74740000000A0906F1840000000007A1E4740
BUD-LTN,BUD,LTN,010200000002000000EB36A8FDD642334082902C6002B74740FFFFFF9FC492D7BF00000020F6EF4940
BUD-SXF,BUD,SXF,010200000002000000EB36A8FDD642334082902C6002B74740EC51B81E850B2B4041B96DDFA3304A40
CAG-BSL,CAG,BSL,0102000000020000005DA79196CA1B224005FD851E31A043406B871AE0DD1D1E40EC51B81E85CB4740
CAG-GVA,CAG,GVA,0102000000020000005DA79196CA1B224005FD851E31A04340000000A0906F1840000000007A1E4740
CAG-MXP,CAG,MXP,0102000000020000005DA79196CA1B224005FD851E31A04340F7C77BD5CA742140C66D3480B7D04640
CAG-STN,CAG,STN,0102000000020000005DA79196CA1B224005FD851E31A04340890600E07A14CE3FBFEDFF9F47F14940
CAG-SXF,CAG,SXF,0102000000020000005DA79196CA1B224005FD851E31A04340EC51B81E850B2B4041B96DDFA3304A40
CDG-AGA,CDG,AGA,010200000002000000666666666666044023BA675DA3814840FFFFFFDF7DD322C00000004033533E40
CDG-AJA,CDG,AJA,010200000002000000666666666666044023BA675DA381484000000060189B21400000008038F64440
CDG-BFS,CDG,BFS,010200000002000000666666666666044023BA675DA381484016F2FF7F02DD18C048FEFFFF28544B40
CDG-BIA,CDG,BIA,010200000002000000666666666666044023BA675DA381484000000080ABF72240000000E0BE464540
CDG-BIQ,CDG,BIQ,010200000002000000666666666666044023BA675DA38148406EAE505A6E7FF8BF5A907758F2BB4540
CDG-BRI,CDG,BRI,010200000002000000666666666666044023BA675DA3814840CC5EB69DB6C23040DB300A82C7914440
CDG-BRS,CDG,BRS,010200000002000000666666666666044023BA675DA38148408D0B0742B2C005C0910E0F61FCB04940
CDG-GLA,CDG,GLA,010200000002000000666666666666044023BA675DA38148402100002074BB11C054F3FF5F9AEF4B40
CDG-KRK,CDG,KRK,010200000002000000666666666666044023BA675DA38148409BE61DA7E8C83340BA6A9E23F2094940
CDG-LGW,CDG,LGW,010200000002000000666666666666044023BA675DA38148401AFB928D075BC8BF713C9F01F5924940
CDG-LPL,CDG,LPL,010200000002000000666666666666044023BA675DA3814840000000003ACC06C000000060B3AA4A40
CDG-LTN,CDG,LTN,010200000002000000666666666666044023BA675DA3814840FFFFFF9FC492D7BF00000020F6EF4940
CDG-OPO,CDG,OPO,010200000002000000666666666666044023BA675DA38148407AF5FF1FDF5C21C00C1500C0C19F4440
CDG-RAK,CDG,RAK,010200000002000000666666666666044023BA675DA38148402E0A00E0951220C0EB1B00C05D9B3F40
CDG-TFS,CDG,TFS,010200000002000000666666666666044023BA675DA3814840F91300608F9230C09D340060640B3C40
CFU-LTN,CFU,LTN,0102000000020000000000002065E93340000000000BCD4340FFFFFF9FC492D7BF00000020F6EF4940
CGN-LGW,CGN,LGW,010200000002000000D10E00602A921C40B0F2FFBFD56E49401AFB928D075BC8BF713C9F01F5924940
CHQ-LGW,CHQ,LGW,010200000002000000FFFFFFBF52263840000000C00EC441401AFB928D075BC8BF713C9F01F5924940
CPH-BRS,CPH,BRS,010200000002000000C7FFFF3FDF4F29402E00006017CF4B408D0B0742B2C005C0910E0F61FCB04940
CPH-BSL,CPH,BSL,010200000002000000C7FFFF3FDF4F29402E00006017CF4B406B871AE0DD1D1E40EC51B81E85CB4740
CPH-STN,CPH,STN,010200000002000000C7FFFF3FDF4F29402E00006017CF4B40890600E07A14CE3FBFEDFF9F47F14940
CTA-LTN,CTA,LTN,010200000002000000A7E8482EFF212E40BB5E9A22C0BB4240FFFFFF9FC492D7BF00000020F6EF4940
DBV-GVA,DBV,GVA,010200000002000000000000C0A844324000000000DC474540000000A0906F1840000000007A1E4740
DBV-STN,DBV,STN,010200000002000000000000C0A844324000000000DC474540890600E07A14CE3FBFEDFF9F47F14940
DLM-EDI,DLM,EDI,0102000000020000000FD8FF3FE1CA3C40BAE4FFDF465B424000000040E1FA0AC0000000A099F94B40
DRS-BSL,DRS,BSL,01020000000200000000000080CE882B40000000A0FF9049406B871AE0DD1D1E40EC51B81E85CB4740
DTM-LTN,DTM,LTN,010200000002000000760F0000EF721E403B0900A057C24940FFFFFF9FC492D7BF00000020F6EF4940
DUS-LGW,DUS,LGW,01020000000200000053E8BCC62E111B406494675E0EA549401AFB928D075BC8BF713C9F01F5924940
EDI-ATH,EDI,ATH,01020000000200000000000040E1FA0AC0000000A099F94B40541300C0CAF13740DF060000DCF74240
EDI-BFS,EDI,BFS,01020000000200000000000040E1FA0AC0000000A099F94B4016F2FF7F02DD18C048FEFFFF28544B40
EDI-BJV,EDI,BJV,01020000000200000000000040E1FA0AC0000000A099F94B40FA1600A00FAA3B401A1000A013A04240
EDI-BRS,EDI,BRS,01020000000200000000000040E1FA0AC0000000A099F94B408D0B0742B2C005C0910E0F61FCB04940
EDI-BSL,EDI,BSL,01020000000200000000000040E1FA0AC0000000A099F94B406B871AE0DD1D1E40EC51B81E85CB4740
EDI-DLM,EDI,DLM,01020000000200000000000040E1FA0AC0000000A099F94B400FD8FF3FE1CA3C40BAE4FFDF465B4240
EDI-GVA,EDI,GVA,01020000000200000000000040E1FA0AC0000000A099F94B40000000A0906F1840000000007A1E4740
EDI-HAM,EDI,HAM,01020000000200000000000040E1FA0AC0000000A099F94B40F8FFFF3FF9F92340EEFFFFFFB0D04A40
EDI-HER,EDI,HER,01020000000200000000000040E1FA0AC0000000A099F94B40C2F3FF1F282E3940DAFDFF3F7BAB4140
EDI-KEF,EDI,KEF,01020000000200000000000040E1FA0AC0000000A099F94B405F0000A0089B36C03E00008014FE4F40
EDI-LIS,EDI,LIS,01020000000200000000000040E1FA0AC0000000A099F94B40A1BE654E974522C0B22E6EA301644340
EDI-LTN,EDI,LTN,01020000000200000000000040E1FA0AC0000000A099F94B40FFFFFF9FC492D7BF00000020F6EF4940
EDI-LYS,EDI,LYS,01020000000200000000000040E1FA0AC0000000A099F94B40286211C30E53144052B5DD04DFDC4640
EDI-MAD,EDI,MAD,01020000000200000000000040E1FA0AC0000000A099F94B401C5F7B6649800CC0E9103812683C4440
EDI-MUC,EDI,MUC,01020000000200000000000040E1FA0AC0000000A099F94B406DC5FEB27B92274034A14962492D4840
EDI-MXP,EDI,MXP,01020000000200000000000040E1FA0AC0000000A099F94B40F7C77BD5CA742140C66D3480B7D04640
EDI-NAP,EDI,NAP,01020000000200000000000040E1FA0AC0000000A099F94B40865AD3BCE3942C406518778368714440
EDI-NCE,EDI,NCE,01020000000200000000000040E1FA0AC0000000A099F94B406BECFFFF0CDD1C403117008046D44540
EDI-PFO,EDI,PFO,01020000000200000000000040E1FA0AC0000000A099F94B40000000602B3E404000000060E75B4140
EDI-SEN,EDI,SEN,01020000000200000000000040E1FA0AC0000000A099F94B40000000A0FE41E63F000000A023C94940
EDI-STN,EDI,STN,01020000000200000000000040E1FA0AC0000000A099F94B40890600E07A14CE3FBFEDFF9F47F14940
EDI-SXF,EDI,SXF,01020000000200000000000040E1FA0AC0000000A099F94B40EC51B81E850B2B4041B96DDFA3304A40
EFL-LGW,EFL,LGW,010200000002000000010000C020803440000000605F0F43401AFB928D075BC8BF713C9F01F5924940
FAO-BSL,FAO,BSL,010200000002000000BA12008017DD1FC03E0C00E0D78142406B871AE0DD1D1E40EC51B81E85CB4740
FAO-GVA,FAO,GVA,010200000002000000BA12008017DD1FC03E0C00E0D7814240000000A0906F1840000000007A1E4740
FAO-SEN,FAO,SEN,010200000002000000BA12008017DD1FC03E0C00E0D7814240000000A0FE41E63F000000A023C94940
FCO-BRS,FCO,BRS,0102000000020000003CC159A54F7A2840805BC1806FE644408D0B0742B2C005C0910E0F61FCB04940
FCO-SXF,FCO,SXF,0102000000020000003CC159A54F7A2840805BC1806FE64440EC51B81E850B2B4041B96DDFA3304A40
FNC-BRS,FNC,BRS,01020000000200000083C0CAA145C630C09F7422C1545940408D0B0742B2C005C0910E0F61FCB04940
FUE-BSL,FUE,BSL,010200000002000000FFFFFFFF43BA2BC000000020E4733C406B871AE0DD1D1E40EC51B81E85CB4740
GLA-BFS,GLA,BFS,0102000000020000002100002074BB11C054F3FF5F9AEF4B4016F2FF7F02DD18C048FEFFFF28544B40
GLA-BRS,GLA,BRS,0102000000020000002100002074BB11C054F3FF5F9AEF4B408D0B0742B2C005C0910E0F61FCB04940
GLA-CDG,GLA,CDG,0102000000020000002100002074BB11C054F3FF5F9AEF4B40666666666666044023BA675DA3814840
GLA-KGS,GLA,KGS,0102000000020000002100002074BB11C054F3FF5F9AEF4B40000000A079173B40000000E08A654240
GLA-LTN,GLA,LTN,0102000000020000002100002074BB11C054F3FF5F9AEF4B40FFFFFF9FC492D7BF00000020F6EF4940
GLA-STN,GLA,STN,0102000000020000002100002074BB11C054F3FF5F9AEF4B40890600E07A14CE3FBFEDFF9F47F14940
GLA-SXF,GLA,SXF,0102000000020000002100002074BB11C054F3FF5F9AEF4B40EC51B81E850B2B4041B96DDFA3304A40
GVA-AJA,GVA,AJA,010200000002000000000000A0906F1840000000007A1E474000000060189B21400000008038F64440
GVA-ALC,GVA,ALC,010200000002000000000000A0906F1840000000007A1E4740000000006ADCE1BF000000201F244340
GVA-BDS,GVA,BDS,010200000002000000000000A0906F1840000000007A1E4740804754A86EF23140C0EC9E3C2C544440
GVA-BIA,GVA,BIA,010200000002000000000000A0906F1840000000007A1E474000000080ABF72240000000E0BE464540
GVA-BIO,GVA,BIO,010200000002000000000000A0906F1840000000007A1E4740000000E0ED4807C0000000808AA64540
GVA-BRS,GVA,BRS,010200000002000000000000A0906F1840000000007A1E47408D0B0742B2C005C0910E0F61FCB04940
GVA-BUD,GVA,BUD,010200000002000000000000A0906F1840000000007A1E4740EB36A8FDD642334082902C6002B74740
GVA-CAG,GVA,CAG,010200000002000000000000A0906F1840000000007A1E47405DA79196CA1B224005FD851E31A04340
GVA-DBV,GVA,DBV,010200000002000000000000A0906F1840000000007A1E4740000000C0A844324000000000DC474540
GVA-EDI,GVA,EDI,010200000002000000000000A0906F1840000000007A1E474000000040E1FA0AC0000000A099F94B40
GVA-FAO,GVA,FAO,010200000002000000000000A0906F1840000000007A1E4740BA12008017DD1FC03E0C00E0D7814240
GVA-HRG,GVA,HRG,010200000002000000000000A0906F1840000000007A1E4740000000C052E6404000000020A52D3B40
GVA-IBZ,GVA,IBZ,010200000002000000000000A0906F1840000000007A1E4740EDB0FF9F4CF8F53F59FCFF1FBB6F4340
GVA-JMK,GVA,JMK,010200000002000000000000A0906F1840000000007A1E4740000000201D59394000000060B1B74240
GVA-LGW,GVA,LGW,010200000002000000000000A0906F1840000000007A1E47401AFB928D075BC8BF713C9F01F5924940
GVA-LIL,GVA,LIL,010200000002000000000000A0906F1840000000007A1E474090D78349F1B10840286552431B484940
GVA-LPL,GVA,LPL,010200000002000000000000A0906F1840000000007A1E4740000000003ACC06C000000060B3AA4A40
GVA-LTN,GVA,LTN,010200000002000000000000A0906F1840000000007A1E4740FFFFFF9FC492D7BF00000020F6EF4940
GVA-MAN,GVA,MAN,010200000002000000000000A0906F1840000000007A1E474000000000193302C00000000046AD4A40
GVA-NAP,GVA,NAP,010200000002000000000000A0906F1840000000007A1E4740865AD3BCE3942C406518778368714440
GVA-NTE,GVA,NTE,010200000002000000000000A0906F1840000000007A1E4740F0B3FFDF8CC5F9BFE00600009C934740
GVA-ORY,GVA,ORY,010200000002000000000000A0906F1840000000007A1E4740E73345251A090340CBCD812F965C4840
GVA-SCQ,GVA,SCQ,010200000002000000000000A0906F1840000000007A1E4740000000408DD420C000000000BA724540
GVA-SEN,GVA,SEN,010200000002000000000000A0906F1840000000007A1E4740000000A0FE41E63F000000A023C94940
GVA-SPU,GVA,SPU,010200000002000000000000A0906F1840000000007A1E4740000000C0494C3040000000A0FAC44540
GVA-SVQ,GVA,SVQ,010200000002000000000000A0906F1840000000007A1E4740000000608B9217C00000000081B54240
GVA-SXF,GVA,SXF,010200000002000000000000A0906F1840000000007A1E4740EC51B81E850B2B4041B96DDFA3304A40
GVA-TFS,GVA,TFS,010200000002000000000000A0906F1840000000007A1E4740F91300608F9230C09D340060640B3C40
GVA-VCE,GVA,VCE,010200000002000000000000A0906F1840000000007A1E4740C0EC9E3C2CB42840CBD93BA3ADC04640
HAM-ATH,HAM,ATH,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A40541300C0CAF13740DF060000DCF74240
HAM-EDI,HAM,EDI,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A4000000040E1FA0AC0000000A099F94B40
HAM-LGW,HAM,LGW,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A401AFB928D075BC8BF713C9F01F5924940
HAM-LTN,HAM,LTN,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A40FFFFFF9FC492D7BF00000020F6EF4940
HER-BRS,HER,BRS,010200000002000000C2F3FF1F282E3940DAFDFF3F7BAB41408D0B0742B2C005C0910E0F61FCB04940
HER-EDI,HER,EDI,010200000002000000C2F3FF1F282E3940DAFDFF3F7BAB414000000040E1FA0AC0000000A099F94B40
HER-LTN,HER,LTN,010200000002000000C2F3FF1F282E3940DAFDFF3F7BAB4140FFFFFF9FC492D7BF00000020F6EF4940
HER-MXP,HER,MXP,010200000002000000C2F3FF1F282E3940DAFDFF3F7BAB4140F7C77BD5CA742140C66D3480B7D04640
HRG-GVA,HRG,GVA,010200000002000000000000C052E6404000000020A52D3B40000000A0906F1840000000007A1E4740
IBZ-GVA,IBZ,GVA,010200000002000000EDB0FF9F4CF8F53F59FCFF1FBB6F4340000000A0906F1840000000007A1E4740
IBZ-MXP,IBZ,MXP,010200000002000000EDB0FF9F4CF8F53F59FCFF1FBB6F4340F7C77BD5CA742140C66D3480B7D04640
IBZ-SEN,IBZ,SEN,010200000002000000EDB0FF9F4CF8F53F59FCFF1FBB6F4340000000A0FE41E63F000000A023C94940
INN-LGW,INN,LGW,010200000002000000E3A59BC420B0264079B130444EA147401AFB928D075BC8BF713C9F01F5924940
INV-BRS,INV,BRS,010200000002000000000000E0A33010C0000000A070C54C408D0B0742B2C005C0910E0F61FCB04940
INV-LGW,INV,LGW,010200000002000000000000E0A33010C0000000A070C54C401AFB928D075BC8BF713C9F01F5924940
INV-LTN,INV,LTN,010200000002000000000000E0A33010C0000000A070C54C40FFFFFF9FC492D7BF00000020F6EF4940
JMK-GVA,JMK,GVA,010200000002000000000000201D59394000000060B1B74240000000A0906F1840000000007A1E4740
JMK-MAN,JMK,MAN,010200000002000000000000201D59394000000060B1B7424000000000193302C00000000046AD4A40
JMK-MXP,JMK,MXP,010200000002000000000000201D59394000000060B1B74240F7C77BD5CA742140C66D3480B7D04640
JTR-MAN,JTR,MAN,01020000000200000001000060B37A3940000000001933424000000000193302C00000000046AD4A40
KEF-BRS,KEF,BRS,0102000000020000005F0000A0089B36C03E00008014FE4F408D0B0742B2C005C0910E0F61FCB04940
KEF-BSL,KEF,BSL,0102000000020000005F0000A0089B36C03E00008014FE4F406B871AE0DD1D1E40EC51B81E85CB4740
KEF-EDI,KEF,EDI,0102000000020000005F0000A0089B36C03E00008014FE4F4000000040E1FA0AC0000000A099F94B40
KEF-LTN,KEF,LTN,0102000000020000005F0000A0089B36C03E00008014FE4F40FFFFFF9FC492D7BF00000020F6EF4940
KGS-GLA,KGS,GLA,010200000002000000000000A079173B40000000E08A6542402100002074BB11C054F3FF5F9AEF4B40
KLX-LGW,KLX,LGW,010200000002000000000000208706364000000000BE8842401AFB928D075BC8BF713C9F01F5924940
KRK-BFS,KRK,BFS,0102000000020000009BE61DA7E8C83340BA6A9E23F209494016F2FF7F02DD18C048FEFFFF28544B40
KRK-BRS,KRK,BRS,0102000000020000009BE61DA7E8C83340BA6A9E23F20949408D0B0742B2C005C0910E0F61FCB04940
KRK-BSL,KRK,BSL,0102000000020000009BE61DA7E8C83340BA6A9E23F20949406B871AE0DD1D1E40EC51B81E85CB4740
KRK-CDG,KRK,CDG,0102000000020000009BE61DA7E8C83340BA6A9E23F2094940666666666666044023BA675DA3814840
KRK-LGW,KRK,LGW,0102000000020000009BE61DA7E8C83340BA6A9E23F20949401AFB928D075BC8BF713C9F01F5924940
KRK-SEN,KRK,SEN,0102000000020000009BE61DA7E8C83340BA6A9E23F2094940000000A0FE41E63F000000A023C94940
LCA-BSL,LCA,BSL,010200000002000000000000C0FCCF404000000040037041406B871AE0DD1D1E40EC51B81E85CB4740
LCA-LPL,LCA,LPL,010200000002000000000000C0FCCF40400000004003704140000000003ACC06C000000060B3AA4A40
LCA-MXP,LCA,MXP,010200000002000000000000C0FCCF40400000004003704140F7C77BD5CA742140C66D3480B7D04640
LEI-LGW,LEI,LGW,01020000000200000000000000F7F502C0000000E0046C42401AFB928D075BC8BF713C9F01F5924940
